protein_file,ligand_file,output_name,pose_number,affinity_kcal_mol,rmsd_lb,rmsd_ub,grid_center_x,grid_center_y,grid_center_z,grid_size_x,grid_size_y,grid_size_z,elapsed_time_seconds,minimization_before,minimization_after,zip_file,output_folder
6EC0_Keratin_1.pdbqt,pga_1_unit.pdbqt,pga_1_6EC0,1,-2.594,0.0,0.0,23.579322814941406,-33.157310485839844,3.113046407699585,83.54800415039062,55.468997955322266,138.8489990234375,0.41340136528015137,,,output/docking/pga_1_6EC0/pga_1_6EC0_all_poses.zip,output/docking/pga_1_6EC0
6EC0_Keratin_1.pdbqt,pga_1_unit.pdbqt,pga_1_6EC0,2,-2.464,4.008,4.765,23.579322814941406,-33.157310485839844,3.113046407699585,83.54800415039062,55.468997955322266,138.8489990234375,0.41340136528015137,,,output/docking/pga_1_6EC0/pga_1_6EC0_all_poses.zip,output/docking/pga_1_6EC0
6EC0_Keratin_1.pdbqt,pga_1_unit.pdbqt,pga_1_6EC0,3,-2.459,16.251,16.688,23.579322814941406,-33.157310485839844,3.113046407699585,83.54800415039062,55.468997955322266,138.8489990234375,0.41340136528015137,,,output/docking/pga_1_6EC0/pga_1_6EC0_all_poses.zip,output/docking/pga_1_6EC0
6EC0_Keratin_1.pdbqt,pga_1_unit.pdbqt,pga_1_6EC0,4,-2.324,20.015,20.623,23.579322814941406,-33.157310485839844,3.113046407699585,83.54800415039062,55.468997955322266,138.8489990234375,0.41340136528015137,,,output/docking/pga_1_6EC0/pga_1_6EC0_all_poses.zip,output/docking/pga_1_6EC0
6EC0_Keratin_1.pdbqt,pga_1_unit.pdbqt,pga_1_6EC0,5,-2.221,43.987,44.298,23.579322814941406,-33.157310485839844,3.113046407699585,83.54800415039062,55.468997955322266,138.8489990234375,0.41340136528015137,,,output/docking/pga_1_6EC0/pga_1_6EC0_all_poses.zip,output/docking/pga_1_6EC0
6EC0_Keratin_1.pdbqt,pga_1_unit.pdbqt,pga_1_6EC0,6,-2.199,25.985,26.687,23.579322814941406,-33.157310485839844,3.113046407699585,83.54800415039062,55.468997955322266,138.8489990234375,0.41340136528015137,,,output/docking/pga_1_6EC0/pga_1_6EC0_all_poses.zip,output/docking/pga_1_6EC0
6EC0_Keratin_1.pdbqt,pga_1_unit.pdbqt,pga_1_6EC0,7,-2.181,27.784,28.021,23.579322814941406,-33.157310485839844,3.113046407699585,83.54800415039062,55.468997955322266,138.8489990234375,0.41340136528015137,,,output/docking/pga_1_6EC0/pga_1_6EC0_all_poses.zip,output/docking/pga_1_6EC0
6EC0_Keratin_1.pdbqt,pga_1_unit.pdbqt,pga_1_6EC0,8,-2.172,2.043,2.544,23.579322814941406,-33.157310485839844,3.113046407699585,83.54800415039062,55.468997955322266,138.8489990234375,0.41340136528015137,,,output/docking/pga_1_6EC0/pga_1_6EC0_all_poses.zip,output/docking/pga_1_6EC0
7CWK_Collagen_type_I.pdbqt,pga_1_unit.pdbqt,pga_1_7CWK,1,-2.03,0.0,0.0,-5.76887321472168,8.983650207519531,9.44984245300293,76.63400268554688,14.230999946594238,20.966999053955078,0.8934979438781738,,,output/docking/pga_1_7CWK/pga_1_7CWK_all_poses.zip,output/docking/pga_1_7CWK
7CWK_Collagen_type_I.pdbqt,pga_1_unit.pdbqt,pga_1_7CWK,2,-1.98,2.728,3.441,-5.76887321472168,8.983650207519531,9.44984245300293,76.63400268554688,14.230999946594238,20.966999053955078,0.8934979438781738,,,output/docking/pga_1_7CWK/pga_1_7CWK_all_poses.zip,output/docking/pga_1_7CWK
7CWK_Collagen_type_I.pdbqt,pga_1_unit.pdbqt,pga_1_7CWK,3,-1.94,3.273,4.099,-5.76887321472168,8.983650207519531,9.44984245300293,76.63400268554688,14.230999946594238,20.966999053955078,0.8934979438781738,,,output/docking/pga_1_7CWK/pga_1_7CWK_all_poses.zip,output/docking/pga_1_7CWK
7CWK_Collagen_type_I.pdbqt,pga_1_unit.pdbqt,pga_1_7CWK,4,-1.94,2.947,3.597,-5.76887321472168,8.983650207519531,9.44984245300293,76.63400268554688,14.230999946594238,20.966999053955078,0.8934979438781738,,,output/docking/pga_1_7CWK/pga_1_7CWK_all_poses.zip,output/docking/pga_1_7CWK
7CWK_Collagen_type_I.pdbqt,pga_1_unit.pdbqt,pga_1_7CWK,5,-1.934,3.007,3.598,-5.76887321472168,8.983650207519531,9.44984245300293,76.63400268554688,14.230999946594238,20.966999053955078,0.8934979438781738,,,output/docking/pga_1_7CWK/pga_1_7CWK_all_poses.zip,output/docking/pga_1_7CWK
7CWK_Collagen_type_I.pdbqt,pga_1_unit.pdbqt,pga_1_7CWK,6,-1.884,1.453,2.128,-5.76887321472168,8.983650207519531,9.44984245300293,76.63400268554688,14.230999946594238,20.966999053955078,0.8934979438781738,,,output/docking/pga_1_7CWK/pga_1_7CWK_all_poses.zip,output/docking/pga_1_7CWK
7CWK_Collagen_type_I.pdbqt,pga_1_unit.pdbqt,pga_1_7CWK,7,-1.856,3.312,3.776,-5.76887321472168,8.983650207519531,9.44984245300293,76.63400268554688,14.230999946594238,20.966999053955078,0.8934979438781738,,,output/docking/pga_1_7CWK/pga_1_7CWK_all_poses.zip,output/docking/pga_1_7CWK
7CWK_Collagen_type_I.pdbqt,pga_1_unit.pdbqt,pga_1_7CWK,8,-1.832,1.831,2.17,-5.76887321472168,8.983650207519531,9.44984245300293,76.63400268554688,14.230999946594238,20.966999053955078,0.8934979438781738,,,output/docking/pga_1_7CWK/pga_1_7CWK_all_poses.zip,output/docking/pga_1_7CWK
4BSO_R-SPONDIN-1.pdbqt,pga_1_unit.pdbqt,pga_1_4BSO,1,-2.947,0.0,0.0,-6.176304340362549,-5.494853973388672,-16.891128540039062,30.06999969482422,43.542999267578125,53.547000885009766,0.7786674499511719,,,output/docking/pga_1_4BSO/pga_1_4BSO_all_poses.zip,output/docking/pga_1_4BSO
4BSO_R-SPONDIN-1.pdbqt,pga_1_unit.pdbqt,pga_1_4BSO,2,-2.818,7.837,8.21,-6.176304340362549,-5.494853973388672,-16.891128540039062,30.06999969482422,43.542999267578125,53.547000885009766,0.7786674499511719,,,output/docking/pga_1_4BSO/pga_1_4BSO_all_poses.zip,output/docking/pga_1_4BSO
4BSO_R-SPONDIN-1.pdbqt,pga_1_unit.pdbqt,pga_1_4BSO,3,-2.772,7.804,8.092,-6.176304340362549,-5.494853973388672,-16.891128540039062,30.06999969482422,43.542999267578125,53.547000885009766,0.7786674499511719,,,output/docking/pga_1_4BSO/pga_1_4BSO_all_poses.zip,output/docking/pga_1_4BSO
4BSO_R-SPONDIN-1.pdbqt,pga_1_unit.pdbqt,pga_1_4BSO,4,-2.734,6.858,7.448,-6.176304340362549,-5.494853973388672,-16.891128540039062,30.06999969482422,43.542999267578125,53.547000885009766,0.7786674499511719,,,output/docking/pga_1_4BSO/pga_1_4BSO_all_poses.zip,output/docking/pga_1_4BSO
4BSO_R-SPONDIN-1.pdbqt,pga_1_unit.pdbqt,pga_1_4BSO,5,-2.704,2.095,2.802,-6.176304340362549,-5.494853973388672,-16.891128540039062,30.06999969482422,43.542999267578125,53.547000885009766,0.7786674499511719,,,output/docking/pga_1_4BSO/pga_1_4BSO_all_poses.zip,output/docking/pga_1_4BSO
4BSO_R-SPONDIN-1.pdbqt,pga_1_unit.pdbqt,pga_1_4BSO,6,-2.641,7.024,7.442,-6.176304340362549,-5.494853973388672,-16.891128540039062,30.06999969482422,43.542999267578125,53.547000885009766,0.7786674499511719,,,output/docking/pga_1_4BSO/pga_1_4BSO_all_poses.zip,output/docking/pga_1_4BSO
4BSO_R-SPONDIN-1.pdbqt,pga_1_unit.pdbqt,pga_1_4BSO,7,-2.59,9.196,10.021,-6.176304340362549,-5.494853973388672,-16.891128540039062,30.06999969482422,43.542999267578125,53.547000885009766,0.7786674499511719,,,output/docking/pga_1_4BSO/pga_1_4BSO_all_poses.zip,output/docking/pga_1_4BSO
4BSO_R-SPONDIN-1.pdbqt,pga_1_unit.pdbqt,pga_1_4BSO,8,-2.572,1.097,1.992,-6.176304340362549,-5.494853973388672,-16.891128540039062,30.06999969482422,43.542999267578125,53.547000885009766,0.7786674499511719,,,output/docking/pga_1_4BSO/pga_1_4BSO_all_poses.zip,output/docking/pga_1_4BSO
1RG8_Heparin-binding_growth_factor_1.pdbqt,pga_1_unit.pdbqt,pga_1_1RG8,1,-3.169,0.0,0.0,14.066065788269043,-35.88857650756836,43.68223190307617,34.60300064086914,37.54999923706055,35.61699676513672,0.8612620830535889,,,output/docking/pga_1_1RG8/pga_1_1RG8_all_poses.zip,output/docking/pga_1_1RG8
1RG8_Heparin-binding_growth_factor_1.pdbqt,pga_1_unit.pdbqt,pga_1_1RG8,2,-3.083,1.07,2.389,14.066065788269043,-35.88857650756836,43.68223190307617,34.60300064086914,37.54999923706055,35.61699676513672,0.8612620830535889,,,output/docking/pga_1_1RG8/pga_1_1RG8_all_poses.zip,output/docking/pga_1_1RG8
1RG8_Heparin-binding_growth_factor_1.pdbqt,pga_1_unit.pdbqt,pga_1_1RG8,3,-3.035,21.705,21.889,14.066065788269043,-35.88857650756836,43.68223190307617,34.60300064086914,37.54999923706055,35.61699676513672,0.8612620830535889,,,output/docking/pga_1_1RG8/pga_1_1RG8_all_poses.zip,output/docking/pga_1_1RG8
1RG8_Heparin-binding_growth_factor_1.pdbqt,pga_1_unit.pdbqt,pga_1_1RG8,4,-2.953,1.746,2.502,14.066065788269043,-35.88857650756836,43.68223190307617,34.60300064086914,37.54999923706055,35.61699676513672,0.8612620830535889,,,output/docking/pga_1_1RG8/pga_1_1RG8_all_poses.zip,output/docking/pga_1_1RG8
1RG8_Heparin-binding_growth_factor_1.pdbqt,pga_1_unit.pdbqt,pga_1_1RG8,5,-2.942,22.007,22.443,14.066065788269043,-35.88857650756836,43.68223190307617,34.60300064086914,37.54999923706055,35.61699676513672,0.8612620830535889,,,output/docking/pga_1_1RG8/pga_1_1RG8_all_poses.zip,output/docking/pga_1_1RG8
1RG8_Heparin-binding_growth_factor_1.pdbqt,pga_1_unit.pdbqt,pga_1_1RG8,6,-2.883,1.731,2.999,14.066065788269043,-35.88857650756836,43.68223190307617,34.60300064086914,37.54999923706055,35.61699676513672,0.8612620830535889,,,output/docking/pga_1_1RG8/pga_1_1RG8_all_poses.zip,output/docking/pga_1_1RG8
1RG8_Heparin-binding_growth_factor_1.pdbqt,pga_1_unit.pdbqt,pga_1_1RG8,7,-2.863,1.898,2.963,14.066065788269043,-35.88857650756836,43.68223190307617,34.60300064086914,37.54999923706055,35.61699676513672,0.8612620830535889,,,output/docking/pga_1_1RG8/pga_1_1RG8_all_poses.zip,output/docking/pga_1_1RG8
1RG8_Heparin-binding_growth_factor_1.pdbqt,pga_1_unit.pdbqt,pga_1_1RG8,8,-2.822,1.605,2.427,14.066065788269043,-35.88857650756836,43.68223190307617,34.60300064086914,37.54999923706055,35.61699676513672,0.8612620830535889,,,output/docking/pga_1_1RG8/pga_1_1RG8_all_poses.zip,output/docking/pga_1_1RG8
1CSG_Granulocyte-macrophage_colony-stimulating_factor.pdbqt,pga_1_unit.pdbqt,pga_1_1CSG,1,-3.753,0.0,0.0,-3.5938093662261963,61.503849029541016,22.72281265258789,27.94700050354004,41.4530029296875,49.500999450683594,0.8883874416351318,,,output/docking/pga_1_1CSG/pga_1_1CSG_all_poses.zip,output/docking/pga_1_1CSG
1CSG_Granulocyte-macrophage_colony-stimulating_factor.pdbqt,pga_1_unit.pdbqt,pga_1_1CSG,2,-3.566,1.65,2.655,-3.5938093662261963,61.503849029541016,22.72281265258789,27.94700050354004,41.4530029296875,49.500999450683594,0.8883874416351318,,,output/docking/pga_1_1CSG/pga_1_1CSG_all_poses.zip,output/docking/pga_1_1CSG
1CSG_Granulocyte-macrophage_colony-stimulating_factor.pdbqt,pga_1_unit.pdbqt,pga_1_1CSG,3,-3.29,1.056,2.596,-3.5938093662261963,61.503849029541016,22.72281265258789,27.94700050354004,41.4530029296875,49.500999450683594,0.8883874416351318,,,output/docking/pga_1_1CSG/pga_1_1CSG_all_poses.zip,output/docking/pga_1_1CSG
1CSG_Granulocyte-macrophage_colony-stimulating_factor.pdbqt,pga_1_unit.pdbqt,pga_1_1CSG,4,-3.281,12.554,13.279,-3.5938093662261963,61.503849029541016,22.72281265258789,27.94700050354004,41.4530029296875,49.500999450683594,0.8883874416351318,,,output/docking/pga_1_1CSG/pga_1_1CSG_all_poses.zip,output/docking/pga_1_1CSG
1CSG_Granulocyte-macrophage_colony-stimulating_factor.pdbqt,pga_1_unit.pdbqt,pga_1_1CSG,5,-3.243,12.867,13.313,-3.5938093662261963,61.503849029541016,22.72281265258789,27.94700050354004,41.4530029296875,49.500999450683594,0.8883874416351318,,,output/docking/pga_1_1CSG/pga_1_1CSG_all_poses.zip,output/docking/pga_1_1CSG
